,track_id,track_name,release_date,artist_id,artist_name,popularity,followers,record_label,danceability,energy,valence,tempo,tempo_adjusted,year
6783,6tsVFchreYTt2OPXSOoFCX,25k jacket (feat. Lil Baby),2022-01-13,2hlmm7s2ICUX0LVIhVFlZQ,Gunna,87,8119414,Independent,0.903,0.537,0.737,115.013,1.0,2022
6784,6tsVFchreYTt2OPXSOoFCX,25k jacket (feat. Lil Baby),2022-01-13,5f7VJjfbwm532GiveGC0ZK,Lil Baby,87,18711922,Universal Music Group,0.903,0.537,0.737,115.013,1.0,2022
6785,3daUZMkia3HT0E7xITejR6,poochie gown,2022-01-13,2hlmm7s2ICUX0LVIhVFlZQ,Gunna,87,8119414,Independent,0.834,0.696,0.545,162.971,1.0,2022
6786,49BbpJuVsX2wUl0Qo9aVvC,mop (feat. Young Thug),2022-01-13,2hlmm7s2ICUX0LVIhVFlZQ,Gunna,87,8119414,Independent,0.878,0.575,0.399,144.918,0.5,2022
6787,49BbpJuVsX2wUl0Qo9aVvC,mop (feat. Young Thug),2022-01-13,50co4Is1HCEo8bhOyUWKpn,Young Thug,85,10547637,Sony Music Entertainment,0.878,0.575,0.399,144.918,0.5,2022
6788,19QKaApDINxlRSKX3w1xSB,alotta cake,2022-01-13,2hlmm7s2ICUX0LVIhVFlZQ,Gunna,87,8119414,Independent,0.895,0.543,0.555,120.078,1.0,2022
6789,3ABFD8SzXwMbUspLFxbbwK,how you did that (feat. Kodak Black),2022-01-13,2hlmm7s2ICUX0LVIhVFlZQ,Gunna,87,8119414,Independent,0.821,0.572,0.35,155.699,0.5,2022
6790,3ABFD8SzXwMbUspLFxbbwK,how you did that (feat. Kodak Black),2022-01-13,46SHBwWsqBkxI7EeeBEQG7,Kodak Black,82,11023914,Independent,0.821,0.572,0.35,155.699,0.5,2022
6791,0n56YWlnKfK1meIGHwMFWt,idk that bitch (feat. G Herbo),2022-01-13,2hlmm7s2ICUX0LVIhVFlZQ,Gunna,87,8119414,Independent,0.867,0.647,0.56,77.471,1.0,2022
6792,13LrJDJhegSLCZzqd5InmU,livin wild,2022-01-13,2hlmm7s2ICUX0LVIhVFlZQ,Gunna,87,8119414,Independent,0.748,0.607,0.618,80.98,1.0,2022
6793,707rK2RH1p0fUCYwUNLsWv,private island,2022-01-13,2hlmm7s2ICUX0LVIhVFlZQ,Gunna,87,8119414,Independent,0.811,0.531,0.338,106.557,0.0,2022
6794,7rEUuRanwV9piOwwPKxPIM,south to west,2022-01-13,2hlmm7s2ICUX0LVIhVFlZQ,Gunna,87,8119414,Independent,0.884,0.675,0.452,133.963,0.5,2022
6795,3bOEO8nom7HhWQ3mavmjoM,flooded,2022-01-13,2hlmm7s2ICUX0LVIhVFlZQ,Gunna,87,8119414,Independent,0.895,0.573,0.585,119.983,1.0,2022
6796,4LkT6eAaE0ewY21VHfKoBv,die alone (feat. Yung Bleu),2022-01-13,2hlmm7s2ICUX0LVIhVFlZQ,Gunna,87,8119414,Independent,0.588,0.402,0.216,175.667,0.5,2022
6797,4LkT6eAaE0ewY21VHfKoBv,die alone (feat. Yung Bleu),2022-01-13,7bXgB6jMjp9ATFy66eO08Z,Chris Brown,88,23634679,Sony Music Entertainment,0.588,0.402,0.216,175.667,0.5,2022
6798,0lEjxUUlKqjqXrVlIHFduD,P power (feat. Drake),2022-01-13,2hlmm7s2ICUX0LVIhVFlZQ,Gunna,87,8119414,Independent,0.828,0.591,0.202,119.251,0.0,2022
6799,0lEjxUUlKqjqXrVlIHFduD,P power (feat. Drake),2022-01-13,3TVXtAsR1Inumwj472S9r4,Drake,96,92537455,Universal Music Group,0.828,0.591,0.202,119.251,0.0,2022
6800,6Ab81Bs9fcOwaTYuBsUUpI,Eazy,2022-01-15,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,93,27515989,Universal Music Group,0.716,0.551,0.305,82.393,0.0,2022
